              Grid  1               
003 020 600 		483 921 657 
900 305 001 		967 345 821 
001 806 400 		251 876 493 

008 102 900 		548 132 976 
700 000 008 	=>	729 564 138 
006 708 200 		136 798 245 

002 609 500 		372 689 514 
800 203 009 		814 253 769 
005 010 300 		695 417 382 

              Grid  2               
200 080 300 		245 981 376 
060 070 084 		169 273 584 
030 500 209 		837 564 219 

000 105 408 		976 125 438 
000 000 000 	=>	513 498 627 
402 706 000 		482 736 951 

301 007 040 		391 657 842 
720 040 060 		728 349 165 
004 010 003 		654 812 793 

              Grid  3               
000 000 907 		462 831 957 
000 420 180 		795 426 183 
000 705 026 		381 795 426 

100 904 000 		173 984 265 
050 000 040 	=>	659 312 748 
000 507 009 		248 567 319 

920 108 000 		926 178 534 
034 059 000 		834 259 671 
507 000 000 		517 643 892 

              Grid  4               
030 050 040 		137 256 849 
008 010 500 		928 314 567 
460 000 012 		465 897 312 

070 502 080 		673 542 981 
000 603 000 	=>	819 673 254 
040 109 030 		542 189 736 

250 000 098 		256 731 498 
001 020 600 		391 428 675 
080 060 020 		784 965 123 

              Grid  5               
020 810 740 		523 816 749 
700 003 100 		784 593 126 
090 002 805 		691 472 835 

009 040 087 		239 145 687 
400 208 003 	=>	457 268 913 
160 030 200 		168 937 254 

302 700 060 		342 789 561 
005 600 008 		915 624 378 
076 051 090 		876 351 492 

              Grid  6               
100 920 000 		176 923 584 
524 010 000 		524 817 639 
000 000 070 		893 654 271 

050 008 102 		957 348 162 
000 000 000 	=>	638 192 457 
402 700 090 		412 765 398 

060 000 000 		265 489 713 
000 030 945 		781 236 945 
000 071 006 		349 571 826 

              Grid  7               
043 080 250 		143 986 257 
600 000 000 		679 425 381 
000 001 094 		285 731 694 

900 004 070 		962 354 178 
000 608 000 	=>	357 618 942 
010 200 003 		418 279 563 

820 500 000 		821 567 439 
000 000 005 		796 143 825 
034 090 710 		534 892 716 

              Grid  8               
480 006 902 		487 156 932 
002 008 001 		362 498 751 
900 370 060 		915 372 864 

840 010 200 		846 519 273 
003 704 100 	=>	593 724 186 
001 060 049 		271 863 549 

020 085 007 		124 685 397 
700 900 600 		738 941 625 
609 200 018 		659 237 418 

              Grid  9               
000 900 002 		814 976 532 
050 123 400 		659 123 478 
030 000 160 		732 854 169 

908 000 000 		948 265 317 
070 000 090 	=>	275 341 896 
000 000 205 		163 798 245 

091 000 050 		391 682 754 
007 439 020 		587 439 621 
400 007 000 		426 517 983 

              Grid 10               
001 900 003 		761 928 453 
900 700 160 		925 743 168 
030 005 007 		438 615 927 

050 000 009 		357 461 289 
004 302 600 	=>	894 372 615 
200 000 070 		216 589 374 

600 100 030 		689 154 732 
042 007 006 		142 837 596 
500 006 800 		573 296 841 

              Grid 11               
000 125 400 		976 125 438 
008 400 000 		158 436 927 
420 800 000 		423 879 156 

030 000 095 		234 761 895 
060 902 010 	=>	867 952 314 
510 000 060 		519 384 762 

000 003 049 		782 513 649 
000 007 200 		395 647 281 
001 298 000 		641 298 573 

              Grid 12               
062 340 750 		962 341 758 
100 005 600 		148 975 623 
570 000 040 		573 268 149 

000 094 800 		321 694 875 
400 000 006 	=>	487 512 936 
005 830 000 		695 837 412 

030 000 091 		834 726 591 
006 400 007 		216 459 387 
059 083 260 		759 183 264 

              Grid 13               
300 000 000 		397 681 524 
005 009 000 		645 279 813 
200 504 000 		218 534 976 

020 000 700 		823 956 741 
160 000 058 	=>	169 742 358 
704 310 600 		754 318 692 

000 890 100 		472 893 165 
000 067 080 		531 467 289 
000 005 437 		986 125 437 

              Grid 14               
630 000 000 		639 218 457 
000 500 008 		471 539 268 
005 674 000 		825 674 139 

000 020 000 		564 823 791 
003 401 020 	=>	793 451 826 
000 000 345 		218 796 345 

000 007 004 		352 987 614 
080 300 902 		186 345 972 
947 100 080 		947 162 583 

              Grid 15               
000 020 040 		697 128 345 
008 035 000 		428 635 197 
000 070 602 		315 479 682 

031 046 970 		531 246 978 
200 000 000 	=>	286 397 451 
000 501 203 		974 581 263 

049 000 730 		149 852 736 
000 000 010 		752 963 814 
800 004 000 		863 714 529 

              Grid 16               
361 025 900 		361 725 948 
080 960 010 		587 964 213 
400 000 057 		492 831 657 

008 000 471 		638 259 471 
000 603 000 	=>	174 683 592 
259 000 800 		259 147 836 

740 000 005 		746 392 185 
020 018 060 		923 518 764 
005 470 329 		815 476 329 

              Grid 17               
050 807 020 		359 867 124 
600 010 090 		648 312 597 
702 540 006 		712 549 836 

070 020 301 		876 924 351 
504 000 908 	=>	524 731 968 
103 080 070 		193 685 472 

900 076 205 		931 476 285 
060 090 003 		465 298 713 
080 103 040 		287 153 649 

              Grid 18               
080 005 000 		786 945 312 
000 003 457 		219 863 457 
000 070 809 		534 271 869 

060 400 903 		165 482 973 
007 010 500 	=>	327 619 548 
408 007 020 		498 537 126 

901 020 000 		951 728 634 
842 300 000 		842 356 791 
000 100 080 		673 194 285 

              Grid 19               
003 502 900 		743 512 986 
000 040 000 		589 346 217 
106 000 305 		126 987 345 

900 251 008 		934 251 768 
070 408 030 	=>	671 498 532 
800 763 001 		852 763 491 

308 000 104 		398 675 124 
000 020 000 		417 829 653 
005 104 800 		265 134 879 

              Grid 20               
000 000 000 		782 614 359 
009 805 100 		439 825 176 
051 907 420 		651 937 428 

290 401 065 		293 471 865 
000 000 000 	=>	568 392 714 
140 508 093 		147 568 293 

026 709 580 		326 749 581 
005 103 600 		975 183 642 
000 000 000 		814 256 937 

              Grid 21               
020 030 090 		428 531 796 
000 907 000 		365 947 182 
900 208 005 		971 268 435 

004 806 500 		214 896 573 
607 000 208 	=>	697 453 218 
003 102 900 		583 172 964 

800 605 007 		849 615 327 
000 309 000 		752 389 641 
030 020 050 		136 724 859 

              Grid 22               
005 000 006 		425 781 936 
070 009 020 		178 369 524 
000 500 107 		369 524 187 

804 150 000 		894 157 362 
000 803 000 	=>	652 843 791 
000 092 805 		713 692 845 

907 006 000 		987 216 453 
030 400 010 		536 478 219 
200 000 600 		241 935 678 

              Grid 23               
040 000 050 		348 267 951 
001 943 600 		571 943 628 
009 000 300 		269 185 374 

600 050 002 		697 351 482 
103 000 506 	=>	123 874 596 
800 020 007 		854 629 137 

005 000 200 		415 798 263 
002 436 700 		982 436 715 
030 000 040 		736 512 849 

              Grid 24               
004 000 000 		124 986 735 
000 030 002 		867 435 912 
390 700 080 		395 712 684 

400 009 001 		478 359 261 
209 801 307 	=>	259 861 347 
600 200 008 		631 274 598 

010 008 053 		712 698 453 
900 040 000 		983 547 126 
000 000 800 		546 123 879 

              Grid 25               
360 020 089 		361 524 789 
000 361 000 		789 361 425 
000 000 000 		524 879 361 

803 000 602 		893 157 642 
400 603 007 	=>	412 683 597 
607 000 108 		657 942 138 

000 000 000 		148 796 253 
000 418 000 		235 418 976 
970 030 014 		976 235 814 

              Grid 26               
500 400 060 		581 479 263 
009 000 800 		329 156 847 
640 020 000 		647 328 159 

000 001 008 		956 731 428 
208 000 501 	=>	238 964 571 
700 500 000 		714 582 936 

000 090 084 		172 695 384 
003 000 600 		893 247 615 
060 003 002 		465 813 792 

              Grid 27               
007 256 400 		387 256 419 
400 000 005 		469 781 325 
010 030 060 		512 439 867 

000 508 000 		123 548 976 
008 060 200 	=>	758 963 241 
000 107 000 		694 127 583 

030 070 090 		835 674 192 
200 000 004 		271 895 634 
006 312 700 		946 312 758 

              Grid 28               
000 000 000 		345 871 269 
079 050 180 		279 653 184 
800 000 007 		861 429 537 

007 306 800 		197 346 852 
450 708 096 	=>	452 718 396 
003 502 700 		683 592 741 

700 000 005 		738 264 915 
016 030 420 		516 937 428 
000 000 000 		924 185 673 

              Grid 29               
030 000 080 		235 761 489 
009 000 500 		419 328 576 
007 509 200 		867 549 213 

700 105 008 		746 135 928 
020 090 030 	=>	521 896 734 
900 402 001 		983 472 651 

004 207 100 		394 287 165 
002 000 800 		652 913 847 
070 000 090 		178 654 392 

              Grid 30               
200 170 603 		298 175 643 
050 000 100 		657 394 128 
000 006 079 		134 286 579 

000 040 700 		821 649 735 
000 801 000 	=>	573 821 496 
009 050 000 		469 753 281 

310 400 000 		312 468 957 
005 000 060 		785 912 364 
906 037 002 		946 537 812 

              Grid 31               
000 000 080 		761 543 289 
800 701 040 		832 791 645 
040 020 030 		549 628 137 

374 000 900 		374 215 968 
000 030 000 	=>	128 936 574 
005 000 321 		695 487 321 

010 060 050 		417 369 852 
050 802 006 		953 872 416 
080 000 000 		286 154 793 

              Grid 32               
000 000 085 		132 649 785 
000 210 009 		758 213 649 
960 080 100 		964 785 123 

500 800 016 		543 897 216 
000 000 000 	=>	276 531 894 
890 006 007 		891 426 537 

009 070 052 		619 378 452 
300 054 000 		327 154 968 
480 000 000 		485 962 371 

              Grid 33               
608 070 502 		698 173 542 
050 608 070 		354 628 179 
002 000 300 		172 549 368 

500 090 006 		531 897 426 
040 302 050 	=>	946 312 857 
800 050 003 		827 456 913 

005 000 200 		765 931 284 
010 704 090 		213 784 695 
409 060 701 		489 265 731 

              Grid 34               
050 010 040 		852 716 943 
107 000 602 		197 843 652 
000 905 000 		463 925 187 

208 030 501 		278 634 591 
040 070 020 	=>	645 179 328 
901 080 406 		931 582 476 

000 401 000 		786 491 235 
304 000 709 		314 258 769 
020 060 010 		529 367 814 

              Grid 35               
053 000 790 		453 218 796 
009 753 400 		629 753 481 
100 000 002 		178 496 532 

090 080 010 		796 582 314 
000 907 000 	=>	314 967 825 
080 030 070 		285 134 679 

500 000 003 		542 879 163 
007 641 200 		937 641 258 
061 000 940 		861 325 947 

              Grid 36               
006 080 300 		516 289 347 
049 070 250 		849 173 256 
000 405 000 		732 465 918 

600 317 004 		698 317 524 
007 000 800 	=>	327 954 861 
100 826 009 		154 826 739 

000 702 000 		961 732 485 
075 040 190 		275 648 193 
003 090 600 		483 591 672 

              Grid 37               
005 080 700 		945 681 723 
700 204 005 		781 234 965 
320 000 084 		326 759 184 

060 105 040 		269 175 348 
008 000 500 	=>	138 942 576 
070 803 010 		574 863 219 

450 000 091 		457 326 891 
600 508 007 		612 598 437 
003 010 600 		893 417 652 

              Grid 38               
000 900 800 		365 942 871 
128 006 400 		128 756 493 
070 800 060 		974 813 562 

800 430 007 		819 435 627 
500 000 009 	=>	537 268 149 
600 079 008 		642 179 358 

090 004 010 		296 384 715 
003 600 284 		753 691 284 
001 007 000 		481 527 936 

              Grid 39               
000 080 000 		134 587 296 
270 000 054 		278 169 354 
095 000 810 		695 234 817 

009 806 400 		359 816 472 
020 403 060 	=>	821 473 569 
006 905 100 		746 925 183 

017 000 620 		917 348 625 
460 000 038 		462 751 938 
000 090 000 		583 692 741 

              Grid 40               
000 602 000 		193 672 485 
400 050 001 		462 358 971 
085 010 620 		785 914 623 

038 206 710 		538 296 714 
000 000 000 	=>	674 135 298 
019 407 350 		219 487 356 

026 040 530 		826 741 539 
900 020 007 		941 523 867 
000 809 000 		357 869 142 

              Grid 41               
